@RELATION	training4000

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Politics,583555148993196032,'.@sophyridgesky biggest clap of the day is for @chukaumunna saying britain is better off in the european union #ge2015 #labour'
Technology,583555020920123392,'the eu is planning antitrust charges against google - the wall street journal is reporting that the european union...'
Technology,583554973855809536,'the eu is planning antitrust charges against google - the wall street journal is reporting that the european union...'
Technology,583554936937512960,'the eu is planning antitrust charges against google - the wall street journal is reporting that the european union...'
Technology,583554936908156928,'the eu is planning antitrust charges against google - the wall street journal is reporting that the european union...'
Technology,583554804703723521,'the eu is planning antitrust charges against google - the wall street journal is reporting that the european union...'
Technology,583554758486708224,'the eu is planning antitrust charges against google - the wall street journal is reporting that the european union...'
Social,583554705911111682,'the #eyd2015 should focus on razita struggling to have access to health services #myeyd2015'
Technology,583554704371748864,'the eu is planning antitrust charges against google - the wall street journal is reporting that the european union...'
Economy,583554615515488257,'up to date news from the european union eu parliament eu matters and eu entrepreneurship: /via analyticus'
Economy,583554441841770496,': malta slips to sixth lowest place in unemployment stakes in european union'
Politics,583554251512750081,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european unionã¢â‚¬â¦'
Social,583553660925403136,'your very own bingo card for tonights 7-way #ge2015 debate :: online version here:'
Technology,583553137002291201,'the eu is planning antitrust charges against google-the wall street journal is reporting that the european union..'
Technology,583553083466092544,'europes antitrust case against google -- at a glance: the european union has been investigating for five year...'
Politics,583553002084163584,'the european union (eu) has said the government authorities political parties and civil society should stand...'
Politics,583552961827250176,'#somethingfortheweekend? download our briefings on #energyunion and #euinvest -ment plan #eu'
Social,583552913538207744,'@jeeniijee working at the european union and you?'
Politics,583552806470025216,'#greece: greece reform plan not enough for a deal: the european union flag waves in front of... #news #truegreece'
Politics,583552716036669441,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders... #oladeile'
Politics,583552706645594113,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders working o...'
Politics,583552702803648512,'#news: diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leader... #tu'
Politics,583552691248308224,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders working o...'
Politics,583552688463319040,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders working on a deal to limit iran...'
Politics,583552687964348417,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders working on a deal to limit iran...'
Social,583552006578647040,'@jeeniijee working in the european union'
Politics,583551851523547136,'european union commends jonathan for saving nigeria from chaos'
Politics,583551842140884993,'european union commends jonathan for saving nigeria from chaos'
Politics,583551702130765824,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders working o...'
Politics,583551693658267648,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders working o...'
Technology,583551577278943233,'the eu is planning antitrust charges against google \nthe wall street journal is reporting that the european union...'
Politics,583551554063597568,'finance minister simsek:\"even if turkey doesnt enter european union we will be like norway and switzerland of europe\"'
Social,583550283671851008,'#eyd2015 story of the week: #ebola survivor helps his community to recover in #guinea'
Politics,583549713137401856,'united states iran and european union leaders working on a deal to limit irans nuclearã¢â‚¬â¦'
Politics,583549654861619201,'jonathan holds meeting with european union observers; hailed as a hero for conceding election de... ff: gospelgee'
Politics,583549641158864896,'#itweetfeeds jonathan holds meeting with european union observers; hailed as a hero for conce... #ff @itweetfeeds'
Politics,583549633416138752,'#itweetfeeds jonathan holds meeting with european union observers; hailed as a hero for conce... #ff @itweetfeeds'
Economy,583549565007220737,'1978 saw the launch of the very first #sibos in brussels the home of the\neuropean union and nato headquarters. #tbt'
Politics,583549504776863744,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders working o...'
Politics,583549481288802306,'diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union leaders working o...'
Politics,583549459767758849,'#tyonews diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union le... #news'
Politics,583549442143358976,'#tyonews diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union le... #news'
Politics,583549436904607745,'#tyonews diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union le... #news'
Politics,583549435826679808,'#tyonews diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union le... #news'
Politics,583549426716708865,'united states iran and european union leaders working on a deal to limit irans nuclear program took a several-hour pause for rest e...'
Politics,583549378943672320,'european union commends jonathan for saving nigeria from chaos #nigeriadecides'
Politics,583549358932561920,'#nbcnewsworld diplomacy until dawn: kerry zarif burn midnight oil: united states iran and european union lea...'
